,area_type,availability,location,size,total_sqft,bath,price,bhk,price_per_sqft
3875,Built-up  Area,Ready To Move,Hosur Road,2 BHK,1656.0,2.0,120.0,2,7246.376811594203
3876,Built-up  Area,16-Mar,Hosur Road,2 BHK,1194.0,2.0,69.0,2,5778.894472361809
3879,Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,3300.0,5.0,240.0,5,7272.727272727273
3880,Super built-up  Area,18-Oct,Hosur Road,3 BHK,1510.0,2.0,105.0,3,6953.64238410596
3882,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1508.0,2.0,110.0,3,7294.429708222811
3883,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
3884,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085.0,2.0,30.38,2,2800.0
3885,Built-up  Area,Ready To Move,Hosur Road,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
3886,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,460.0,1.0,21.0,1,4565.217391304348
3887,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590.0,2.0,135.0,3,8490.566037735849
3888,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1890.0,3.0,162.0,3,8571.42857142857
3889,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1180.0,2.0,36.5,2,3093.2203389830506
3890,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,760.0,1.0,21.28,1,2800.0
3892,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1179.0,2.0,49.0,2,4156.064461407973
3893,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,950.0,2.0,60.0,2,6315.789473684211
3894,Super built-up  Area,18-Jun,Hosur Road,2 BHK,1194.0,2.0,71.64,2,6000.0
3895,Super built-up  Area,18-Apr,Hosur Road,3 BHK,1766.0,3.0,130.0,3,7361.268403171008
3896,Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098.283007696862
3897,Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,3600.0,5.0,180.0,5,5000.0
3898,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
3899,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1085.0,2.0,33.7,2,3105.9907834101386
3901,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1590.0,2.0,126.0,3,7924.528301886792
3902,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1170.0,2.0,48.0,2,4102.5641025641025
3903,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345.0,2.0,108.0,2,8029.739776951673
3904,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250.0,2.0,55.0,2,4400.0
3905,Super built-up  Area,18-Jun,Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098.283007696862
3906,Super built-up  Area,Ready To Move,Hosur Road,1 BHK,660.0,1.0,23.0,1,3484.848484848485
3907,Super built-up  Area,Ready To Move,Hosur Road,4 BHK,2835.0,4.0,241.0,4,8500.881834215168
3910,Plot  Area,Ready To Move,Hosur Road,4 Bedroom,2000.0,4.0,130.0,4,6500.0
3911,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1250.0,2.0,65.0,2,5200.0
3912,Super built-up  Area,18-Jul,Hosur Road,3 BHK,1689.0,3.0,103.0,3,6098.283007696862
3913,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,2289.0,3.0,180.0,3,7863.695937090432
3914,Super built-up  Area,18-May,Hosur Road,3 BHK,1427.0,2.0,130.0,3,9110.021023125439
3916,Super built-up  Area,Ready To Move,Hosur Road,2 BHK,1345.0,2.0,106.0,2,7881.0408921933085
3918,Super built-up  Area,18-Apr,Hosur Road,2 BHK,1223.0,2.0,93.0,2,7604.251839738348
3920,Super built-up  Area,18-Apr,Hosur Road,3 BHK,1919.0,3.0,117.0,3,6096.925482021887
3921,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1125.0,2.0,50.0,2,4444.444444444444
3922,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1242.0,2.0,51.0,2,4106.280193236715
3924,Built-up  Area,Ready To Move,Hulimavu,3 BHK,1823.0,3.0,100.0,3,5485.463521667581
3925,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1300.0,2.0,36.0,2,2769.230769230769
3926,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1080.0,2.0,43.2,2,4000.0
3927,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1100.0,2.0,71.5,2,6500.0
3929,Super built-up  Area,Ready To Move,Hulimavu,1 BHK,688.0,1.0,50.0,1,7267.441860465116
3930,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,73.0,2,5816.733067729084
3931,Built-up  Area,Ready To Move,Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250.0
3932,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1058.0,2.0,48.0,2,4536.862003780719
3933,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1375.0,2.0,80.0,2,5818.181818181818
3934,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1248.0,2.0,69.0,2,5528.846153846154
3935,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1818.0,3.0,135.0,3,7425.742574257426
3936,Super built-up  Area,17-Oct,Hulimavu,2 BHK,1225.0,2.0,55.0,2,4489.7959183673465
3937,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,74.0,2,5896.414342629482
3938,Built-up  Area,Ready To Move,Hulimavu,2 BHK,1175.0,2.0,45.0,2,3829.7872340425533
3939,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,69.0,2,5498.00796812749
3940,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1255.0,2.0,66.0,2,5258.964143426295
3943,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1127.0,2.0,65.0,2,5767.524401064774
3944,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1200.0,2.0,50.0,2,4166.666666666667
3946,Plot  Area,Ready To Move,Hulimavu,2 Bedroom,1200.0,2.0,75.0,2,6250.0
3947,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1430.0,2.0,90.0,3,6293.706293706294
3948,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,850.0,1.0,39.5,2,4647.058823529412
3949,Built-up  Area,Ready To Move,Hulimavu,2 BHK,1000.0,2.0,45.0,2,4500.0
3952,Super built-up  Area,18-Mar,Hulimavu,4 BHK,3560.0,5.0,318.0,4,8932.58426966292
3953,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1011.0,2.0,38.0,2,3758.6547972304647
3954,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1276.0,2.0,76.0,2,5956.112852664577
3955,Plot  Area,Ready To Move,Hulimavu,2 Bedroom,1500.0,2.0,90.0,2,6000.0
3956,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1315.0,2.0,60.48,2,4599.239543726236
3957,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1021.0,2.0,76.0,2,7443.682664054848
3958,Super built-up  Area,Ready To Move,Hulimavu,1 BHK,581.0,1.0,29.0,1,4991.394148020654
3959,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,935.0,2.0,45.0,2,4812.834224598931
3961,Plot  Area,Ready To Move,Hulimavu,4 Bedroom,1200.0,4.0,75.0,4,6250.0
3962,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1260.0,2.0,82.0,3,6507.936507936508
3963,Built-up  Area,Ready To Move,Hulimavu,1 BHK,450.0,1.0,20.0,1,4444.444444444444
3964,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1231.0,2.0,84.5,2,6864.337936636881
3965,Super built-up  Area,18-Dec,Hulimavu,3 BHK,1916.0,2.0,150.0,3,7828.8100208768265
3966,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1115.0,2.0,44.6,2,4000.0
3967,Built-up  Area,Ready To Move,ISRO Layout,6 Bedroom,4400.0,6.0,250.0,6,5681.818181818182
3968,Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1000.0,2.0,60.0,2,6000.0
3969,Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1180.0,2.0,52.0,2,4406.779661016949
3970,Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,1000.0,2.0,60.0,2,6000.0
3971,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1310.0,2.0,68.0,3,5190.839694656489
3972,Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,4200.0,4.0,255.0,4,6071.428571428572
3973,Built-up  Area,Ready To Move,ISRO Layout,2 BHK,1050.0,2.0,51.0,2,4857.142857142857
3974,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1370.0,2.0,87.0,3,6350.36496350365
3975,Built-up  Area,Ready To Move,ISRO Layout,2 BHK,1200.0,2.0,43.0,2,3583.3333333333335
3976,Plot  Area,18-Aug,ITPL,3 Bedroom,1200.0,3.0,56.12,3,4676.666666666667
3977,Super built-up  Area,Ready To Move,ITPL,3 BHK,1548.0,3.0,89.5,3,5781.6537467700255
3978,Plot  Area,18-Dec,ITPL,3 Bedroom,1200.0,3.0,68.4,3,5700.000000000001
3979,Super built-up  Area,Ready To Move,ITPL,4 BHK,3262.0,5.0,205.0,4,6284.488044144697
3980,Super built-up  Area,18-Dec,ITPL,2 BHK,1000.0,2.0,29.95,2,2995.0
3981,Plot  Area,18-Sep,ITPL,3 Bedroom,1200.0,3.0,56.12,3,4676.666666666667
3982,Plot  Area,18-Dec,ITPL,3 Bedroom,1200.0,3.0,56.12,3,4676.666666666667
3983,Super built-up  Area,Ready To Move,ITPL,2 BHK,907.0,2.0,55.43,2,6111.35611907387
3984,Super built-up  Area,18-Dec,ITPL,2 BHK,900.0,2.0,27.0,2,3000.0
3985,Plot  Area,18-Aug,ITPL,3 Bedroom,1500.0,3.0,61.52,3,4101.333333333333
3986,Super built-up  Area,Ready To Move,ITPL,4 BHK,5667.5,5.0,300.0,4,5293.33921482135
3987,Super built-up  Area,18-Dec,ITPL,2 BHK,850.0,2.0,25.4,2,2988.235294117647
3988,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,3235.0,3.0,235.0,3,7264.296754250387
3989,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,290.0,4,8064.5161290322585
3990,Super built-up  Area,18-Dec,Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
3991,Super built-up  Area,18-Dec,Iblur Village,3 BHK,1995.0,3.0,135.0,3,6766.917293233083
3992,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,282.0,4,7842.046718576195
3993,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,1918.0,3.0,129.0,3,6725.7559958289885
3996,Super built-up  Area,18-Dec,Iblur Village,3 BHK,2100.0,4.0,145.0,3,6904.761904761905
3997,Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920.0,3.0,150.0,3,7812.5
3998,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
3999,Super built-up  Area,18-Aug,Iblur Village,3 BHK,1920.0,3.0,150.0,3,7812.5
4000,Super built-up  Area,18-Dec,Iblur Village,3 BHK,2000.0,4.0,138.0,3,6900.0
4001,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,260.0,4,7230.255839822024
4002,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,279.0,4,7758.620689655172
4003,Super built-up  Area,Ready To Move,Iblur Village,3 BHK,2666.0,4.0,200.0,3,7501.875468867217
4004,Super built-up  Area,Ready To Move,Iblur Village,5 BHK,5384.0,5.0,420.0,5,7800.891530460624
4005,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,5.0,297.0,4,8259.176863181312
4006,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3633.0,5.0,335.0,4,9221.029452243325
4007,Super built-up  Area,Ready To Move,Iblur Village,5 BHK,5515.0,6.0,425.0,5,7706.255666364461
4008,Super built-up  Area,18-Dec,Iblur Village,3 BHK,1920.0,3.0,130.0,3,6770.833333333333
4009,Super built-up  Area,Ready To Move,Iblur Village,4 BHK,3596.0,4.0,268.0,4,7452.725250278087
4012,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1200.0,2.0,93.0,2,7750.0
4013,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1128.0,2.0,105.0,2,9308.510638297872
4014,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2800.0,3.0,330.0,3,11785.714285714286
4015,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
4017,Built-up  Area,Ready To Move,Indira Nagar,2 BHK,1210.0,2.0,102.0,2,8429.752066115703
4018,Built-up  Area,Ready To Move,Indira Nagar,2 BHK,1224.0,2.0,105.0,2,8578.43137254902
4019,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2070.0,3.0,225.0,3,10869.565217391304
4020,Built-up  Area,Ready To Move,Indira Nagar,1 Bedroom,500.0,1.0,70.0,1,14000.0
4021,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1400.0,2.0,168.0,2,12000.0
4022,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,2400.0,4.0,525.0,4,21875.0
4024,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1145.0,2.0,100.0,2,8733.624454148472
4025,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1470.0,2.0,170.0,2,11564.625850340137
4026,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,2700.0,3.0,324.0,3,12000.0
4027,Built-up  Area,Ready To Move,Indira Nagar,1 BHK,850.0,1.0,57.0,1,6705.882352941177
4028,Plot  Area,Ready To Move,Indira Nagar,8 Bedroom,3250.0,8.0,600.0,8,18461.53846153846
4029,Super built-up  Area,18-Mar,Indira Nagar,3 BHK,2601.0,4.0,312.0,3,11995.386389850059
4030,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260.0,2.0,100.0,2,7936.507936507936
4031,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1740.0,3.0,191.0,3,10977.011494252874
4032,Built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650.0,3.0,220.0,3,13333.333333333334
4035,Plot  Area,Ready To Move,Indira Nagar,3 Bedroom,1440.0,3.0,275.0,3,19097.222222222223
4036,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
4037,Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,3200.0,4.0,440.0,4,13750.0
4038,Built-up  Area,Ready To Move,Indira Nagar,4 BHK,4000.0,4.0,700.0,4,17500.0
4039,Built-up  Area,Ready To Move,Indira Nagar,1 BHK,850.0,1.0,60.0,1,7058.823529411765
4040,Plot  Area,Ready To Move,Indira Nagar,4 Bedroom,2400.0,4.0,405.0,4,16875.0
4041,Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,1800.0,5.0,350.0,5,19444.444444444445
4044,Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,1650.0,3.0,200.0,3,12121.212121212122
4045,Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,2800.0,4.0,365.0,4,13035.714285714286
4046,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1260.0,2.0,120.0,2,9523.809523809523
4047,Super built-up  Area,Ready To Move,Indira Nagar,2 BHK,1149.0,2.0,130.0,2,11314.186248912098
4049,Plot  Area,Ready To Move,Indira Nagar,6 Bedroom,2400.0,6.0,475.0,6,19791.666666666668
4050,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850.0,3.0,150.0,3,8108.108108108108
4051,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1000.0,2.0,35.0,2,3500.0
4052,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
4053,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,940.0,2.0,49.0,2,5212.765957446809
4054,Built-up  Area,Ready To Move,JP Nagar,3 Bedroom,2500.0,3.0,135.0,3,5400.0
4055,Super built-up  Area,18-Jul,JP Nagar,2 BHK,1120.0,2.0,33.6,2,3000.0
4056,Super built-up  Area,18-Dec,JP Nagar,4 BHK,4624.5,4.0,314.5,4,6800.735214617796
4057,Built-up  Area,Ready To Move,JP Nagar,2 BHK,1078.0,2.0,45.0,2,4174.397031539888
4058,Super built-up  Area,Ready To Move,JP Nagar,1 BHK,1050.0,1.0,44.0,1,4190.476190476191
4059,Super built-up  Area,18-Mar,JP Nagar,2 BHK,1352.5,2.0,93.865,2,6940.110905730129
4060,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
4061,Super built-up  Area,18-May,JP Nagar,2 BHK,1300.0,2.0,90.87,2,6990.0
4062,Built-up  Area,Ready To Move,JP Nagar,3 BHK,1315.0,2.0,85.4,3,6494.296577946768
4063,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1690.0,3.0,112.0,3,6627.218934911242
4066,Super built-up  Area,18-Dec,JP Nagar,2 BHK,1300.0,2.0,109.0,2,8384.615384615385
4067,Super built-up  Area,18-Dec,JP Nagar,3 BHK,3860.0,3.0,402.0,3,10414.507772020725
4069,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1245.0,2.0,110.0,2,8835.341365461847
4071,Super built-up  Area,18-Aug,JP Nagar,2 BHK,1152.0,2.0,34.56,2,3000.0
4072,Built-up  Area,18-Apr,JP Nagar,2 BHK,1100.0,1.0,15.0,2,1363.6363636363637
4073,Super built-up  Area,Ready To Move,JP Nagar,1 BHK,750.0,1.0,52.5,1,7000.0
4074,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1200.0,2.0,78.0,2,6500.0
4075,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1850.0,2.0,110.0,3,5945.945945945946
4076,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1100.0,2.0,45.0,2,4090.909090909091
4077,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1197.0,2.0,47.88,2,4000.0
4079,Built-up  Area,Ready To Move,JP Nagar,7 Bedroom,2700.0,4.0,160.0,7,5925.925925925926
4080,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500.0,2.0,82.0,3,5466.666666666667
4081,Built-up  Area,Ready To Move,JP Nagar,2 BHK,820.0,2.0,45.0,2,5487.804878048781
4082,Super built-up  Area,19-Dec,JP Nagar,3 BHK,1750.0,3.0,123.0,3,7028.571428571428
4089,Super built-up  Area,Ready To Move,JP Nagar,1 BHK,745.0,1.0,34.27,1,4600.000000000001
4090,Super built-up  Area,18-Dec,JP Nagar,4 BHK,4000.0,4.0,441.0,4,11025.0
4091,Built-up  Area,Ready To Move,JP Nagar,6 Bedroom,1800.0,6.0,68.0,6,3777.777777777778
4092,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1150.0,2.0,90.0,2,7826.086956521739
4094,Super built-up  Area,19-Dec,JP Nagar,3 BHK,1960.0,3.0,138.0,3,7040.816326530612
4095,Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,1500.0,2.0,87.0,4,5800.0
4096,Built-up  Area,Ready To Move,JP Nagar,3 BHK,1590.0,2.0,85.0,3,5345.911949685535
4097,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250.0,2.0,60.0,2,4800.0
4098,Super built-up  Area,18-Jun,JP Nagar,2 BHK,1125.0,2.0,39.98,2,3553.7777777777774
4099,Carpet  Area,Ready To Move,JP Nagar,3 BHK,2400.0,3.0,196.0,3,8166.666666666667
4100,Super built-up  Area,18-Jun,JP Nagar,2 BHK,1060.0,2.0,33.95,2,3202.8301886792456
4101,Super built-up  Area,19-Dec,JP Nagar,2 BHK,1300.0,2.0,91.65,2,7050.0
4102,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1107.0,2.0,57.0,2,5149.051490514905
4103,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250.0,2.0,93.0,2,7440.0
4104,Super built-up  Area,18-Aug,JP Nagar,2 BHK,1133.0,2.0,33.99,2,3000.0
4105,Super built-up  Area,Ready To Move,JP Nagar,4 BHK,3200.0,5.0,309.0,4,9656.25
4106,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500.0,2.0,108.0,3,7200.0
4107,Built-up  Area,Ready To Move,JP Nagar,3 BHK,1520.0,3.0,125.0,3,8223.684210526315
4108,Super built-up  Area,19-Dec,JP Nagar,2 BHK,1405.0,2.0,99.0,2,7046.26334519573
4109,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1157.0,2.0,73.0,2,6309.420916162489
4110,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500.0,2.0,82.0,3,5466.666666666667
4111,Built-up  Area,Ready To Move,JP Nagar,2 BHK,1048.0,2.0,44.0,2,4198.473282442748
4112,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1417.0,2.0,75.0,2,5292.87226534933
4113,Built-up  Area,Ready To Move,Jakkur,3 BHK,1590.0,2.0,125.0,3,7861.635220125786
4114,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1279.0,2.0,77.0,2,6020.3283815480845
4115,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1710.0,3.0,107.0,3,6257.309941520468
4116,Super built-up  Area,18-Apr,Jakkur,3 BHK,1396.0,2.0,86.51,3,6196.991404011461
4118,Super built-up  Area,19-Dec,Jakkur,3 BHK,1865.0,3.0,124.0,3,6648.793565683646
4119,Super built-up  Area,20-Dec,Jakkur,2 BHK,1100.0,2.0,53.35,2,4850.0
4120,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1100.0,2.0,52.0,2,4727.272727272727
4121,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1760.0,3.0,139.0,3,7897.727272727273
4122,Super built-up  Area,17-Dec,Jakkur,2 BHK,1290.0,2.0,100.0,2,7751.937984496124
4123,Super built-up  Area,22-May,Jakkur,2 BHK,1452.19,2.0,100.0,2,6886.151261198604
4124,Super built-up  Area,19-Dec,Jakkur,3 BHK,1798.0,3.0,120.0,3,6674.082313681869
4125,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1300.0,2.0,85.0,2,6538.461538461538
4126,Super built-up  Area,22-May,Jakkur,4 BHK,3181.0,4.0,260.5,4,8189.248663942157
4127,Super built-up  Area,20-Jun,Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948718
4129,Super built-up  Area,18-May,Jakkur,2 BHK,1230.0,2.0,76.0,2,6178.861788617886
4131,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1050.0,2.0,49.87,2,4749.523809523809
4132,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,80.0,2,6201.550387596899
4133,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1760.0,3.0,110.0,3,6250.0
4135,Super built-up  Area,19-Dec,Jakkur,2 BHK,1483.0,2.0,98.0,2,6608.226567768038
4137,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1645.0,3.0,100.0,3,6079.0273556231
4138,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1650.0,3.0,111.0,3,6727.272727272727
4140,Super built-up  Area,19-Dec,Jakkur,3 BHK,2423.0,4.0,160.0,3,6603.38423442014
4141,Super built-up  Area,18-Apr,Jakkur,3 BHK,2197.0,3.0,136.0,3,6190.259444697314
4142,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1125.0,2.0,65.0,2,5777.777777777777
4144,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1230.0,2.0,79.0,2,6422.764227642277
4145,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1202.0,2.0,79.0,2,6572.379367720466
4146,Super built-up  Area,19-Dec,Jakkur,3 BHK,1858.0,3.0,123.0,3,6620.021528525296
4147,Super built-up  Area,18-Aug,Jakkur,3 BHK,1798.0,3.0,110.0,3,6117.908787541713
4148,Built-up  Area,Ready To Move,Jakkur,3 BHK,1785.0,3.0,130.0,3,7282.913165266106
4149,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1080.0,2.0,60.0,2,5555.555555555556
4150,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1260.0,2.0,71.195,2,5650.396825396825
4151,Super built-up  Area,19-Dec,Jakkur,3 BHK,1816.0,3.0,119.0,3,6552.863436123348
4152,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1424.0,2.0,80.0,2,5617.9775280898875
4153,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,85.0,2,6589.147286821705
4154,Built-up  Area,Ready To Move,Jakkur,2 BHK,1300.0,2.0,80.0,2,6153.846153846154
4155,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,80.04,2,6204.651162790698
4156,Super built-up  Area,20-Dec,Jakkur,2 BHK,1282.0,2.0,72.0,2,5616.224648985959
4159,Super built-up  Area,18-Dec,Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
4160,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1291.0,2.0,75.0,2,5809.450038729667
4161,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1473.0,2.0,85.0,2,5770.536320434488
4163,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1660.0,3.0,104.0,3,6265.060240963855
4164,Super built-up  Area,20-Jun,Jakkur,3 BHK,1950.0,3.0,131.0,3,6717.948717948718
4165,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1432.0,2.0,85.0,2,5935.754189944134
4167,Super built-up  Area,Ready To Move,Jakkur,3 BHK,1710.0,3.0,110.0,3,6432.748538011696
4169,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2250.0,3.0,160.0,3,7111.111111111111
4170,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1694.0,2.0,150.0,2,8854.78158205431
4171,Built-up  Area,Ready To Move,Jalahalli,5 BHK,3100.0,4.0,265.0,5,8548.387096774193
4172,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1694.0,2.0,125.0,2,7378.984651711924
4174,Built-up  Area,Ready To Move,Jalahalli,2 BHK,1400.0,1.0,80.0,2,5714.285714285715
4175,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346.411483253589
4176,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1478.0,2.0,125.0,2,8457.374830852503
4178,Super built-up  Area,19-Dec,Jalahalli,2 BHK,1083.0,2.0,32.49,2,3000.0
4179,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2113.0,3.0,155.0,3,7335.541883577851
4180,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1570.0,3.0,140.0,3,8917.197452229299
4181,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,1932.0,4.0,135.0,3,6987.577639751553
4182,Super built-up  Area,18-Dec,Jalahalli,2 BHK,1045.0,2.0,58.0,2,5550.239234449761
4183,Plot  Area,Ready To Move,Jalahalli,4 Bedroom,1200.0,4.0,90.0,4,7500.0
4184,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,1020.0,2.0,52.0,2,5098.0392156862745
4185,Super built-up  Area,Ready To Move,Jalahalli,3 BHK,2384.0,4.0,165.0,3,6921.140939597315
4186,Super built-up  Area,19-Dec,Jalahalli,2 BHK,1083.0,2.0,32.49,2,3000.0
4187,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,790.0,2.0,49.5,2,6265.822784810127
4191,Super built-up  Area,19-Dec,Jalahalli,2 BHK,1035.0,2.0,31.05,2,3000.0
